"","Facility_reference_number","License_holder","Site_common_name","Fish_health_zone","Month","Number_of_counts_performed","L.salmonis_motile","L.salmonis_motile_audit","L.salmonis_female","L.salmonis_female_aduit","Chalimus","Chalimus_audit","Caligus","Caligus_audit","Comments","Year_class"
"11014","1618","Marine Harvest","Humphrey Rocks","3.3","February","1","0.3",NA,"0",NA,"0.5",NA,"0",NA,NA,"1"
"11112","467","Marine Harvest","Midsummer","3.3","February","2","14.8",NA,"8.2",NA,"2.7",NA,"1.6",NA,"Management action underway","2"
"11212","141","Marine Harvest","Port Elizabeth","3.3","February","1","1.9",NA,"0.6",NA,"1.3",NA,"0.5",NA,NA,"1"
"11313","1145","Marine Harvest","Potts Bay","3.3","February","1","0.3",NA,"0",NA,"10.2",NA,"1.1",NA,NA,"1"
"11413","465","Marine Harvest","Swanson","3.3","February","1","6.9",NA,"3.2",NA,"6.1",NA,"3.8",NA,"2nd count precluded by management action","1"
"11513","820","Marine Harvest","Wicklow","3.3","February","1","0",NA,"0",NA,"0.4",NA,"0",NA,NA,"1"
"11711","892","Marine Harvest","Bell","3.4","February","1","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"11814","1288","Marine Harvest","Doyle","3.4","February","1","0",NA,"0",NA,"0.1",NA,"0",NA,NA,"2"
"11911","1293","Marine Harvest","Duncan","3.4","February","1","2.6",NA,"0",NA,"1.3",NA,"0.9",NA,NA,"2"
"12010","1351","Marine Harvest","Marsh","3.4","February","1","5.1",NA,"2.8",NA,"2.5",NA,"1.8",NA,"Count met threshold toward end of the month; management action initiated","2"
"12112","1350","Marine Harvest","Shelter Bay","3.4","February",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"12312","1702","Marine Harvest","Goat Cove","3.5","February","1","10.3",NA,"7.5",NA,"0",NA,"0",NA,"Harvesting","2"
"1248","1896","Marine Harvest","Lime Point","3.5","February","1","3.5",NA,"1.4",NA,"0.1",NA,"0",NA,"Count exceeding threshold occurred mid- month; management action planned","1"
"12512","884","Marine Harvest","Lochalsh","3.5","February","2","4.7",NA,"1.3",NA,"5.2",NA,"3.6",NA,"Management action planned  - action to be initiated beginning of March","1"
"12612","1895","Marine Harvest","Sheep Passage","3.5","February","1","1.8",NA,"0.8",NA,"0",NA,"0",NA,NA,"2"
"12912","1537","Cermaq","Bare Bluff","2.3","March","2","0.3",NA,"0.2",NA,"0.1",NA,"0.3",NA,NA,"2"
"13014","169","Cermaq","Barkley","2.3","March","2","0",NA,"0",NA,"0",NA,"0.1",NA,NA,"1"
"13116","234","Cermaq","Dixon","2.3","March","2","0.1",NA,"0",NA,"1.7",NA,"1.3",NA,NA,"1"
"13213","540","Cermaq","Fortune","2.3","March","2","0.4",NA,"0.1",NA,"0.2",NA,"0.3",NA,NA,"2"
"13314","1291","Cermaq","MacIntyre Lake","2.3","March","3","0.6",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"2"
"13412","1507","Cermaq","Millar","2.3","March","1","0.2",NA,"0",NA,"0.9",NA,"0",NA,"Fish are being medicated; 2nd count precluded","1"
"13512","543","Cermaq","Mussel Rock","2.3","March","2","0.4",NA,"0.2",NA,"0.3",NA,"0.1",NA,NA,"1"
"13615","526","Cermaq","Rant Point","2.3","March","2","0.7",NA,"0.2",NA,"0.3",NA,"0.1",NA,NA,"2"
"13713","314","Cermaq","Ross Pass","2.3","March","2","0.6",NA,"0.1",NA,"0.6",NA,"0.2",NA,NA,"1"
"13814","527","Cermaq","Saranac","2.3","March","2","3.4",NA,"1.9",NA,"1.2",NA,"1",NA,"Count exceeded threshold toward end of the month and management action initiated.","1"
"13911","1472","Cermaq","Westside","2.3","March","2","0.1",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"14116","1789","Grieg Seafood","Concepcion","2.4","March","2","0.4",NA,"0",NA,"0.1",NA,"0",NA,"Area-based management action underway","1"
"14214","1863","Grieg Seafood","Esperanza","2.4","March","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"14312","1849","Grieg Seafood","Muchalat N","2.4","March","2","0.6",NA,"0.5",NA,"0.1",NA,"0.1",NA,"Area-based management action underway","2"
"14411","1700","Grieg Seafood","Muchalat S","2.4","March","2","1","1.6","0.5","0.8","0","0.1","0","0","Area-based management action underway. Statistical agreement with farm count on audit day","2"
"14512","1079","Grieg Seafood","Steamer","2.4","March","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"14612","144","Marine Harvest","Koskimo","2.4","March","4","3",NA,"0.4",NA,"14.5",NA,"5.5",NA,"Area management action underway","1"
"14713","1338","Marine Harvest","Mahatta E","2.4","March","2","4.4",NA,"2.4",NA,"6.2",NA,"0.1",NA,"Management action underway","2"
"14812","1238","Marine Harvest","Mahatta W","2.4","March","4","8.5",NA,"3.5",NA,"11.1",NA,"6.8",NA,"Area management planned","2"
"14914","1237","Marine Harvest","Monday Rocks","2.4","March","3","2.5",NA,"0.2",NA,"14.1",NA,"3.7",NA,"Area management action underway","1"
"15115","1698","Grieg Seafood","Ahlstrom","3.1","March","2","0",NA,"0",NA,"0.3",NA,"0",NA,NA,"1"
"15213","332","Grieg Seafood","Salten","3.1","March","2","0.1","0.1","0","0","0","0.1","0","0.1","Statistical agreement with farm count on audit day","1"
"15414","871","Grieg Seafood","Barnes Bay","3.2","March","1","0.2",NA,"0.1",NA,"0.3",NA,"0",NA,"2nd count and full complement of pens for 1st count precluded by health management action","1"
"15514","304","Cermaq","Raza","3.2","March","2","2.2",NA,"0.7",NA,"0.7",NA,"1.4",NA,NA,"2"
"15610","1300","Marine Harvest","Althorpe","3.2","March","2","2.3",NA,"1",NA,"1.9",NA,"3.9",NA,NA,"2"
"15711","1581","Marine Harvest","Hardwicke","3.2","March","2","4.2",NA,"1.8",NA,"4.5",NA,"2.6",NA,"Area management action planned.","2"
"15813","100","Marine Harvest","Lees Bay","3.2","March","1","15.8",NA,"6.2",NA,"5.4",NA,"2.6",NA,"2nd count precluded by management action","2"
"15912","211","Marine Harvest","Okisollo","3.2","March","2","0.4",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"2"
"16013","78","Marine Harvest","Phillips Arm","3.2","March","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"16116","380","Marine Harvest","Sonora Pt","3.2","March","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminshed stocks (<4 pens)","2"
"16314","1825","Grieg Seafood","Bennett Pt","3.3","March","2","0",NA,"0",NA,"0",NA,"0.1",NA,NA,"1"
"16412","1144","Cermaq","Burdwood","3.3","March","2","0.9",NA,"0.2",NA,"1.8",NA,"0.7",NA,NA,"2"
"16513","819","Cermaq","Cecil","3.3","March","2","5.4",NA,"3",NA,"1",NA,"0.2",NA,"Management action initiated.","2"
"16613","136","Cermaq","Cliff Bay","3.3","March","1","0.2",NA,"0.1",NA,"0.7",NA,"0",NA,NA,"1"
"16711","869","Cermaq","Maude Island","3.3","March","2","3.7","4.7","2","2.2","0.2","0.2","0.1","0.3","Statistical agreement with farm count on audit day.  Differences in estimates represent an earlier count. Management action was partial harvest","2"
"16810","728","Cermaq","Sir Ed","3.3","March","1","4.4",NA,"2.2",NA,"0.6",NA,"0.2",NA,"2nd count precluded by management action","2"
"16911","1586","Marine Harvest","Doctor Islets","3.3","March","2","0.7",NA,"0.3",NA,"0.3",NA,"0.1",NA,NA,"2"
"17011","1618","Marine Harvest","Humphrey Rocks","3.3","March","2","0.3",NA,"0.1",NA,"1",NA,"0",NA,NA,"1"
"17115","467","Marine Harvest","Midsummer","3.3","March","2","4",NA,"2.5",NA,"0",NA,"0.6",NA,"Treatment occurred in February and resumption of monitoring is required 3 weeks after treatment. By mid March the abundance was 1.6","2"
"17213","141","Marine Harvest","Port Elizabeth","3.3","March","2","1.4",NA,"0.2",NA,"1.3",NA,"0.7",NA,NA,"1"
"17314","1145","Marine Harvest","Potts Bay","3.3","March","3","1.8",NA,"0.5",NA,"12.3",NA,"1.5",NA,NA,"1"
"17413","465","Marine Harvest","Swanson","3.3","March","2","1.7",NA,"0.7",NA,"0.1",NA,"0",NA,NA,"2"
"17511","820","Marine Harvest","Wicklow","3.3","March","2","0.1",NA,"0",NA,"1.7",NA,"0",NA,NA,"1"
"17712","892","Marine Harvest","Bell","3.4","March","2","0",NA,"0",NA,"0.2",NA,"0",NA,NA,"1"
"17811","1288","Marine Harvest","Doyle","3.4","March","3","0.5",NA,"0.1",NA,"0.9",NA,"0",NA,NA,"2"
"17912","1293","Marine Harvest","Duncan","3.4","March","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"1809","1351","Marine Harvest","Marsh","3.4","March","2","6",NA,"3.4",NA,"1.9",NA,"2.4",NA,"Harvesting","2"
"18212","1702","Marine Harvest","Goat Cove","3.5","March","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stocks (<4 pens)","2"
"1837","1896","Marine Harvest","Lime Point","3.5","March","3","12.6","16.2","7.2","5.1","3.6","6.3","0","1.8","Management action scheduled for May. Statistical agreement with farm counts on audit day. Caligus counts not captured in the farm report.","2"
"1848","884","Marine Harvest","Lochalsh","3.5","March","2","0.6",NA,"0.1",NA,"0.1",NA,"0.1",NA,"Management action ahead of transfer","1"
"1857","1895","Marine Harvest","Sheep Passage","3.5","March","2","6.1",NA,"2.8",NA,"1.2",NA,"0",NA,"Management action underway","2"
"840","1537","Cermaq","Bare Bluff","2.3","April","2","0.9",NA,"0.4",NA,"0",NA,"0",NA,NA,"2"
"940","169","Cermaq","Barkley","2.3","April","1","0",NA,"0",NA,"0",NA,"0",NA,"2nd count precluded by transfer","1"
"1040","520","Cermaq","Bedwell","2.3","April","1","0.5",NA,"0.1",NA,"0.1",NA,"0.1",NA,"Recent transfer","1"
"1140","234","Cermaq","Dixon","2.3","April","2","0.2",NA,"0.1",NA,"0.1",NA,"0.2",NA,NA,"1"
"1249","540","Cermaq","Fortune","2.3","April","2","0.8",NA,"0.4",NA,"0.2",NA,"0.2",NA,NA,"2"
"1360","1291","Cermaq","MacIntyre","2.3","April","2","1.1",NA,"0.5",NA,"0",NA,"0.1",NA,NA,"2"
"1470","1507","Cermaq","Millar","2.3","April","2","0.2",NA,"0",NA,"0.2",NA,"0",NA,NA,"1"
"1560","543","Cermaq","Mussel Rock","2.3","April","2","1.5",NA,"0.4",NA,"0.6",NA,"0.4",NA,NA,"1"
"1680","6668","Cermaq","Plover","2.3","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"1760","526","Cermaq","Rant Pt","2.3","April","2","1.8",NA,"0.9",NA,"0",NA,"0.1",NA,NA,"2"
"1838","314","Cermaq","Ross Pass","2.3","April","2","0.3",NA,"0",NA,"0.2",NA,"0.2",NA,NA,"1"
"1930","527","Cermaq","Saranac","2.3","April","2","1.9",NA,"1",NA,"0.2",NA,"0.4",NA,NA,"1"
"2027","1472","Cermaq","West Side","2.3","April","1","0.3",NA,"0.3",NA,"0",NA,"0",NA,"2nd count precluded by harvest","2"
"2224","1738","Grieg","Atrevida","2.4","April","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"2318","1789","Grieg","Concepcion","2.4","April","2","0.4",NA,"0",NA,"0.1",NA,"0",NA,"Management action underway","1"
"2417","1863","Grieg","Esperanza","2.4","April","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"2516","1849","Grieg","Muchalat N","2.4","April","2","0.6",NA,"0.4",NA,"0",NA,"0.2",NA,NA,"2"
"2615","1700","Grieg","Muchalat S","2.4","April","2","0.7",NA,"0.3",NA,"0",NA,"0",NA,NA,"2"
"2712","1079","Grieg","Steamer","2.4","April","2","0",NA,"0.1",NA,"0",NA,"0",NA,NA,"2"
"2813","1705","Grieg","Williamson","2.4","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"2911","144","Marine Harvest","Koskimo","2.4","April","1","7.6",NA,"1.6",NA,"4",NA,"9.8",NA,"Threshold reached and integrated pest management protocols initiated in February, with treatment in April precluding 2nd count.","1"
"3013","1338","Marine Harvest","Mahatta East","2.4","April","2","4.4",NA,"2.6",NA,"1",NA,"0.2",NA,"Reported reaching threshold and submitted action plan in previous month. Harvesting as per plan.","2"
"319","1238","Marine Harvest","Mahatta West","2.4","April","2","4.2",NA,"2.8",NA,"0.3",NA,"0.4",NA,"Reported reaching threshold and submitted action plan in previous month. Management action planned.","2"
"3215","1237","Marine Harvest","Monday Rocks","2.4","April","1","12.3",NA,"1.4",NA,"4",NA,"15.8",NA,"Threshold reached and integrated pest management protocols initiated in February, with treatment in April precluding 2nd count.","1"
"3416","1698","Grieg","Ahlstrom","3.1","April","2","0.1",NA,"0",NA,"0",NA,"0.1",NA,NA,"1"
"3512","1697","Grieg","Culloden","3.1","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent seawater entry","1"
"3613","332","Grieg","Salten","3.1","April","3","0.2",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"3716","746","Grieg","Site 13","3.1","April","1","0.2",NA,"0",NA,"0",NA,"0",NA,"Recent seawater entry","1"
"3812","221","Grieg","Vantage","3.1","April","2","0",NA,"0",NA,"0.4",NA,"0.1",NA,NA,"1"
"3912","303","Marine Harvest","Glacial Creek","3.1","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Brood fish in spawning year","brood"
"4114","304","Cermaq","Raza","3.2","April","2","2.4",NA,"1.6",NA,"0.6",NA,"0.4",NA,NA,"2"
"4216","871","Grieg","Barnes Bay","3.2","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Counts precluded by diminished stocks; harvest completing.","2"
"4316","1300","Marine Harvest","Althorpe","3.2","April","2","2.8",NA,"1.5",NA,"1.4",NA,"1.6",NA,"Reported reaching threshold with 1st count. Area management action underway","2"
"4414","1581","Marine Harvest","Hardwicke","3.2","April","1","10.1",NA,"5",NA,"7.4",NA,"4.1",NA,"Threshold reached in the previous month and an action plan was discussed. Area management action underway.","2"
"4514","100","Marine Harvest","Lees Bay","3.2","April","2","2.1","0.5","1.3","0.4","0.1","0","0.2","0.1","On day of the audit there was statistical agreement with farm count*","2"
"4616","211","Marine Harvest","Okisollo","3.2","April",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"4716","78","Marine Harvest","Phillips Arm","3.2","April","2","0.1",NA,"0",NA,"1.2",NA,"0.2",NA,NA,"2"
"4815","380","Marine Harvest","Sonora Point","3.2","April",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"5016","1144","Cermaq","Burdwood","3.3","April","3","4.5","7.4","1.5","2.4","1.4","5.7","5.7","5.3","Did not report reaching threshold. Follow up initiated. Statistical agreement with farm count on audit day*","2"
"5115","819","Cermaq","Cecil","3.3","April","1","0.5",NA,"0",NA,"0",NA,"0.1",NA,"Count of brood fish not in spawning year; 2nd count precluded by lice management action","2"
"5215","136","Cermaq","Cliff Bay","3.3","April","2","0.5","0.6","0.1","0","0.6","0.4","0.8","1.5","On day of the audit there was statistical agreement with farm count*","1"
"5313","869","Cermaq","Maude","3.3","April","1","7.6",NA,"5.7",NA,"0.8",NA,"0",NA,"1st count precluded by management action. Harvesting.","1"
"5413","728","Cermaq","Sir Ed","3.3","April","2","0.3",NA,"0.3",NA,"0",NA,"0",NA,"Management action underway","2"
"5513","1825","Grieg","Noo-la","3.3","April","2","0.2",NA,"0",NA,"0.5",NA,"0",NA,NA,"1"
"5614","1586","Marine Harvest","Doctor Islets","3.3","April","3","0.2","0.3","0.1","0.1","0.1","0.2","0","0.1","On day of the audit there was statistical agreement with farm count*","2"
"5711","821","Marine Harvest","Glacier Falls","3.3","April","2","0.3",NA,"0",NA,"1.4",NA,"0.2",NA,NA,"1"
"5814","1618","Marine Harvest","Humphrey","3.3","April","2","1.1","0.5","0.3","0.2","1.1","1.1","0.5","4","On day of the audit there was statistical agreement with farm count*","1"
"5913","467","Marine Harvest","Midsummer","3.3","April","2","0.2",NA,"0.1",NA,"0",NA,"0",NA,"Harvesting","2"
"6015","141","Marine Harvest","Port Elizabeth","3.3","April","2","3.8",NA,"1.6",NA,"1.5",NA,"0.1",NA,"Reported reaching threshold and action plan as required by licence.","1"
"6114","1145","Marine Harvest","Potts Bay","3.3","April","2","3.2",NA,"1.1",NA,"7.5",NA,"1.7",NA,"Count of brood fish not in spawning year. Threshold reached and treatment initiated within 2 weeks of discovery. Management action underway","2"
"6210","465","Marine Harvest","Swanson","3.3","April","2","0.2",NA,"0.1",NA,"0.4",NA,"0",NA,NA,"2"
"6316","739","Marine Harvest","Upper Retreat","3.3","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"6413","820","Marine Harvest","Wicklow","3.3","April","2","0.7","2.4","0.1","0.3","3.6","5.9","1.2","3","On day of the audit  the difference between DFO count and farm count was statistically significant. The licence- holder is taking steps to determine and correct the problem*","1"
"669","1336","Cermaq","Simmonds","3.4","April","1","3.6","2.4","1.7","0.4","1.3","1.3","1.3","1","2nd count precluded by management requirements of a fish health event. On day of the audit there was statistical agreement with farm count","1"
"6712","892","Marine Harvest","Bell Island","3.4","April","2","0.4",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"1"
"6815","1288","Marine Harvest","Doyle","3.4","April","2","1.7","1.7","0.5","0.5","2.1","2.4","0.4","0.5","On day of the audit there was statistical agreement with farm count*","2"
"6910","1293","Marine Harvest","Duncan","3.4","April","2","0.7",NA,"0.2",NA,"0.4",NA,"0.4",NA,NA,"2"
"7011","1351","Marine Harvest","Marsh","3.4","April","2","15.3","26.2","7.3","8.5","9.3","19.9","2.4","3.1","Threshold reached and harvesting initiated end of February and completed in May. On day of the audit the difference between DFO count and farm count was statistically significant. The licence-holder is taking steps to determine and correct the problem. Harvesting*","2"
"7113","1350","Marine Harvest","Shelter Bay","3.4","April","1","0","0","0","0","0.2","0.4","0","0","Recent seawater entry. On day of the audit there was statistical agreement with farm count on audit day*","1"
"7315","1702","Marine Harvest","Goat Cove","3.5","April",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"7417","1580","Marine Harvest","Jackson Pass","3.5","April","2","0.3",NA,"0.1",NA,"0.2",NA,"0.2",NA,NA,"1"
"7515","1691","Marine Harvest","Kid Bay","3.5","April","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"7616","1896","Marine Harvest","Lime Point","3.5","April","3","23.3",NA,"9.5",NA,"6.2",NA,"2.2",NA,"Reported reaching threshold and submitted action plan in previous month. Management action underway as per plan.","1"
"7714","884","Marine Harvest","Lochalsh","3.5","April","1","0.1",NA,"0",NA,"0",NA,"0",NA,"2nd count precluded by transfer","1"
"7815","1895","Marine Harvest","Sheep Passage","3.5","April","2","14.6",NA,"6.6",NA,"4.4",NA,"1.2",NA,"Reported reaching threshold and submitted action plan in previous month. Harvesting as per plan.","2"
"8114","1537","Cermaq","Bare Bluff","2.3","May","2","1.1",NA,"0.6",NA,"0",NA,"0.1",NA,"Harvesting","2"
"8213","169","Cermaq","Barkley","2.3","May",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"8316","227","Cermaq","Bawden","2.3","May","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"8413","520","Cermaq","Bedwell","2.3","May","2","1",NA,"0.2",NA,"0.1",NA,"0.7",NA,NA,"1"
"8512","234","Cermaq","Dixon","2.3","May","2","0.5",NA,"0.2",NA,"0.1",NA,"0",NA,NA,"1"
"8614","540","Cermaq","Fortune","2.3","May","2","4.2","5.8","2.1","2.3","0.1","0.1","0.2","0.4","Did not report reaching threshold. Follow up initiated. Statistical agreement with farm count on audit day*","2"
"8712","1291","Cermaq","MacIntyre","2.3","May","3","1.9","3","0.7","0.6","0","0","0.1","0.2","Harvesting. On day of the audit there was statistical agreement with farm count*","2"
"8815","1507","Cermaq","Millar","2.3","May","2","0.7","0.9","0.2","0.3","0.4","0.5","0.4","0.9","On day of the audit there was statistical agreement with farm count*","1"
"8913","543","Cermaq","Mussel Rock","2.3","May","3","1.7","6.6","0.6","1.6","0.4","0","0.3","0.6","A reporting error was discovered through the audit process. Subsequent reporting will have issue corrected. On day of the audit there was statistical agreement with farm count*","1"
"9015","6668","Cermaq","Plover","2.3","May","2","0.4",NA,"0.2",NA,"0.2",NA,"0.2",NA,NA,"1"
"9114","526","Cermaq","Rant Pt","2.3","May","2","0.6","0.5","0.3","0.3","0","0","0","0","On day of the audit there was statistical agreement with farm count*","2"
"9213","314","Cermaq","Ross Pass","2.3","May","2","0.7","1.1","0.2","0.2","0.2","0.2","0.2","0.6","On day of the audit there was statistical agreement with farm count*","1"
"9312","527","Cermaq","Saranac","2.3","May","1","1.1",NA,"0.4",NA,"0.4",NA,"0.2",NA,"2nd count precluded by lice management activities","2"
"9413","1472","Cermaq","West Side","2.3","May",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallow",NA
"9614","1738","Grieg","Atrevida","2.4","May","2","0.3",NA,"0.1",NA,"0",NA,"0",NA,NA,"1"
"9715","1789","Grieg","Concepcion","2.4","May","2","0.1",NA,"0",NA,"0",NA,"0",NA,NA,"1"
"9816","1863","Grieg","Esperanza","2.4","May","2","0",NA,"0",NA,"0",NA,"0",NA,NA,"2"
"9916","1849","Grieg","Muchalat N","2.4","May","1","0.4",NA,"0.2",NA,"0",NA,"0",NA,"2nd count precluded by environmental conditions.
Harvesting","2"
"10016","1700","Grieg","Muchalat S","2.4","May","1","0.6",NA,"0.2",NA,"0.1",NA,"0",NA,"2nd count precluded by environmental conditions.
Harvesting","2"
"10115","1079","Grieg","Steamer","2.4","May","2","0.1",NA,"0",NA,"0",NA,"0",NA,"Count from a full complement of 3 pens precluded by environmental conditions.  Harvesting","1"
"10215","1705","Grieg","Williamson","2.4","May","0",NA,NA,NA,NA,NA,NA,NA,NA,"Recent transfer","1"
"10314","144","Marine Harvest","Koskimo","2.4","May","2","3.5",NA,"2",NA,"0",NA,"0",NA,"Threshold reached and plans made for area management using integrated pest management protocols, initiated in February.","1"
"10413","1338","Marine Harvest","Mahatta East","2.4","May","1","9.9","13","5.6","6","1.2","1.4","1.4","1.7","Reported reaching threshold in March and planned harvesting action underway. 2nd count precluded by lice management activity. On day of the audit the difference between DFO count and farm count was statistically significant. The licence-holder is taking steps to determine and correct the problem.","2"
"10514","1238","Marine Harvest","Mahatta West","2.4","May","1","10.1","10.6","5.1","4.8","0.9","1.4","4","4.6","Reported reaching threshold in March and planned harvesting action underway. 2nd count precluded by lice management activity. On day of the audit there was statistical agreement with farm count","2"
"10616","1237","Marine Harvest","Monday Rocks","2.4","May","3","5.1","5.1","2.2","1.9","0","0","0","0.2","Threshold reached and plans made for area management using integrated pest management protocols, initiated in February. On day of the audit there was statistical agreement with farm counts*","1"
"10814","1698","Grieg","Ahlstrom","3.1","May","2","0.2",NA,"0.1",NA,"0.1",NA,"0",NA,NA,"1"
