esc,river,year,area,exp
NA,DREW CREEK,2004,7,23.00%
NA,DSULISH CREEK,2004,10,NA
NA,KILDIDT LAGOON #2 CREEK,2004,7,23.00%
15500,CLATSE CREEK,2004,7,23.00%
53,CHARLES CREEK,2004,12,0.0648730627549055
NA,TANKEEAH RIVER,2004,7,23.00%
NA,BOSS CREEK,2004,10,NA
NA,ROBERT ARM CREEK,2004,9,0.00%
NA,SPILLER LAGOON CREEK,2004,7,23.00%
NA,WAHKANA BAY CREEK,2004,12,0.0648730627549055
10000,JENNY BAY CREEKS,2004,8,22.00%
0,DEER PASS LAGOON CREEKS,2004,7,23.00%
NA,CUTTER COVE CREEK,2004,12,0.0648730627549055
NA,WAHGILAH CREEK,2004,7,23.00%
NA,BEALE'S LAGOON CREEK,2004,7,23.00%
NA,KLINAKLINI RIVER,2004,12,0.0648730627549055
NA,KILDIDT CREEK,2004,7,23.00%
NA,ALLARD CREEK,2004,9,0.00%
2000,NOOSESECK RIVER,2004,8,22.00%
NA,REAK CREEK,2004,7,23.00%
NA,JENNIS BAY CREEK,2004,12,0.0648730627549055
NA,TALEOMEY RIVER,2004,8,22.00%
NA,PORT HARVEY LAGOON CREEKS,2004,12,0.0648730627549055
2300,KUNSOOT RIVER,2004,7,23.00%
0,KISAMEET RIVER,2004,8,22.00%
NA,MARTIN RIVER,2004,8,22.00%
6500,SKOWQUILTZ RIVER,2004,8,22.00%
2000,BIG CREEK,2004,7,23.00%
NA,MILTON RIVER,2004,9,0.00%
NA,SUTHERLAND RIVER,2004,12,0.0648730627549055
NA,CAMP CREEK,2004,8,22.00%
NA,THORWALD CREEK,2004,8,22.00%
NA,CORTINA CREEK,2004,12,0.0648730627549055
0,TAKUSH RIVER,2004,10,NA
NA,KLEMTU CREEK,2004,7,23.00%
32000,MUSSEL RIVER,2004,7,23.00%
NA,STEWART CREEK,2004,7,23.00%
0,INZIANA RIVER,2004,9,0.00%
0,WANNOCK RIVER,2004,9,0.00%
NA,BOSWELL CREEK,2004,10,NA
NA,SPILLER INLET CREEK,2004,7,23.00%
10,BULLOCK CHANNEL #3 SOUTH CREEK,2004,7,23.00%
NA,JENNY BAY WEST CREEK,2004,8,22.00%
0,ADA COVE CREEK,2004,7,23.00%
NA,NICKNAQUEET RIVER,2004,9,0.00%
2300,BOLIN BAY CREEK,2004,7,23.00%
NA,PROTECTION POINT CREEK,2004,12,0.0648730627549055
NA,CORDUROY CREEK,2004,10,NA
NA,TUNO CREEK,2004,7,23.00%
NA,BRADLEY CREEK,2004,12,0.0648730627549055
NA,SHIP POINT CREEK,2004,7,23.00%
200,HOOK NOSE CREEK,2004,8,22.00%
7000,NOOTUM RIVER,2004,8,22.00%
NA,WALDON CREEK,2004,12,0.0648730627549055
0,ASHLULM CREEK,2004,9,0.00%
NA,SHOAL CREEK,2004,12,0.0648730627549055
NA,EMILY CREEK,2004,7,23.00%
NA,"NASCALL CREEK",2004,8,22.00%
NA,GILFORD CREEK,2004,12,0.0648730627549055
NA,"NAKA CREEK",2004,12,0.0648730627549055
2500,WORAN CREEK,2004,8,22.00%
137224,AHNUHATI RIVER,2004,12,0.0648730627549055
23683,KINGCOME RIVER,2004,12,0.0648730627549055
NA,SIMOOM SOUND CREEK,2004,12,0.0648730627549055
600,AMBACK CREEK,2004,9,0.00%
NA,TUNO CREEK WEST,2004,7,23.00%
NA,DEEP BAY CREEK,2004,8,22.00%
NA,HEALTH LAGOON CREEK,2004,12,0.0648730627549055
700,GORILLA CREEK,2004,7,23.00%
NA,CALL CREEK,2004,12,0.0648730627549055
NA,TOM BAY CREEK,2004,7,23.00%
0,SHEEMAHANT RIVER,2004,9,0.00%
NA,GRANTHAM CREEK,2004,8,22.00%
32640,EMBLEY CREEK,2004,12,0.0648730627549055
NA,DE COSMOS LAGOON CREEK,2004,8,22.00%
0,NOOKLIKONNIK CREEK,2004,8,22.00%
NA,NUSASH CREEK,2004,8,22.00%
NA,FRANKLIN RIVER,2004,12,0.0648730627549055
NA,MARION CREEK,2004,12,0.0648730627549055
NA,CALDER CREEK,2004,7,23.00%
NA,MARY COVE CREEK,2004,7,23.00%
NA,SHELTER BAY CREEK,2004,12,0.0648730627549055
NA,SCOTT COVE CREEK,2004,12,0.0648730627549055
4000,CLAYTON FALLS CREEK,2004,8,22.00%
NA,WASHWASH RIVER,2004,9,0.00%
0,TSITIKA RIVER,2004,12,0.0648730627549055
NA,ROBBERS KNOB CREEK,2004,12,0.0648730627549055
NA,EVANS INLET #3 CREEK,2004,8,22.00%
NA,CACOOHTIN CREEK,2004,8,22.00%
NA,NEWICHY CREEK,2004,9,0.00%
NA,HAND CREEK,2004,12,0.0648730627549055
NA,BOUGHEY CREEK,2004,12,0.0648730627549055
NA,BULLOCK CHANNEL CREEKS,2004,7,23.00%
2600,KWAKUSDIS RIVER,2004,7,23.00%
NA,THIEMER CREEK,2004,12,0.0648730627549055
0,NIMMO CREEK,2004,12,0.0648730627549055
215,FISH CREEK,2004,8,22.00%
NA,ALLARDYCE CREEK,2004,12,0.0648730627549055
NA,FANNIE COVE RIGHT HAND CREEK,2004,7,23.00%
NA,BULLEY BAY CREEK,2004,7,23.00%
NA,MCINTOSH CREEK,2004,12,0.0648730627549055
0,DOCEE RIVER,2004,10,NA
0,GEORGE HALL CREEK,2004,8,22.00%
NA,COHOE CREEK,2004,12,0.0648730627549055
6500,FRENCHMAN CREEK,2004,8,22.00%
NA,JENNY BAY SOUTH CREEK,2004,8,22.00%
2500,THORSEN CREEK,2004,8,22.00%
NA,NUSATSUM RIVER,2004,8,22.00%
NA,RICHMOND BAY CREEK,2004,12,0.0648730627549055
NA,ELLEN COVE CREEK,2004,12,0.0648730627549055
9750,SALLOOMT RIVER,2004,8,22.00%
NA,JENNY BAY EAST CREEK,2004,8,22.00%
NA,CRACROFT CREEK,2004,12,0.0648730627549055
NA,SKEENE RIVER,2004,12,0.0648730627549055
NA,SOCKEYE CREEK,2004,7,23.00%
40,NOOHALK CREEK,2004,8,22.00%
NA,COLLINSON CREEK,2004,12,0.0648730627549055
NA,FANCY COVE HEAD CREEK,2004,7,23.00%
NA,BLIND CREEK,2004,12,0.0648730627549055
NA,NOOSGULCH RIVER,2004,8,22.00%
NA,QUATLENA RIVER,2005,8,28.00%
850,LAGOON CREEK,2005,7,7.00%
NA,PHYLLIS LAKE CREEK,2005,12,0.0545732763107929
NA,WATSON BAY CREEK,2005,7,7.00%
2980,MATSIU CREEK,2005,12,0.0545732763107929
3134,KEOGH RIVER,2005,12,0.0545732763107929
350,ATNARKO SPAWNING CHANNEL,2005,8,28.00%
20000,NECLEETSCONNAY RIVER,2005,8,28.00%
NA,MCALISTER CREEK,2005,12,0.0545732763107929
850,CANYON CREEK,2005,7,7.00%
900,CHAMISS CREEK,2005,7,7.00%
NA,ROBINSON CREEKS,2005,7,7.00%
NA,ELLERSLIE LAGOON CREEK,2005,7,7.00%
NA,ROSCOE CREEK,2005,7,7.00%
NA,HAUSER CREEK,2005,7,7.00%
NA,WINDY BAY CREEK,2005,7,7.00%
NA,KENNETH RIVER,2005,12,0.0545732763107929
NA,GRASSY BAY CREEK,2005,8,28.00%
6200,CASCADE RIVER,2005,8,28.00%
NA,COLD CREEK,2005,8,28.00%
NA,COOPER INLET CREEKS,2005,7,7.00%
2000,STEELHEAD CREEK,2005,8,28.00%
NA,YOUNG RIVER,2005,9,0.00%
NA,WAHKASH CREEK,2005,12,0.0545732763107929
50,SANDELL RIVER,2005,9,0.00%
18000,SALMON BAY CREEK,2005,7,7.00%
700,QUARTCHA CREEK,2005,7,7.00%
NA,WATT CREEK,2005,7,7.00%
2200,POISON COVE CREEK,2005,7,7.00%
250,GOAT BUSHU CREEK,2005,7,7.00%
NA,"NAMU RIVER",2005,8,28.00%
NA,WINDFALL CREEK,2005,7,7.00%
NA,HOCHSTADER BASIN CREEKS (2),2005,7,7.00%
NA,NEW VANCOUVER CREEK,2005,12,0.0545732763107929
NA,FOUR LAKES CREEK,2005,8,28.00%
NA,SAGAR CREEK,2005,8,28.00%
NA,KOKISH RIVER,2005,12,0.0545732763107929
NA,TSULTON RIVER,2005,12,0.0545732763107929
NA,LOCKHART GORDON CREEK,2005,9,0.00%
15,VINER SOUND CREEK,2005,12,0.0545732763107929
NA,RETURN CHANNEL CREEKS,2005,7,7.00%
350,WEBSTER LAKE CREEK,2005,7,7.00%
NA,DORIS CREEK,2005,9,0.00%
30000,DEAN RIVER,2005,8,28.00%
NA,PENO CREEK,2005,7,7.00%
NA,DRANEY CREEK,2005,9,0.00%
1300,GENESEE CREEK,2005,9,0.00%
2668,AHTA RIVER,2005,12,0.0545732763107929
NA,HOGAN CREEK,2005,9,0.00%
NA,ATNARKO RIVER,2005,8,28.00%
130000,KWATNA RIVER,2005,8,28.00%
14000,CARTER RIVER,2005,7,7.00%
NA,AHTA VALLEY CREEK,2005,12,0.0545732763107929
5200,NEEKAS CREEK,2005,7,7.00%
189,KWALATE CREEK,2005,12,0.0545732763107929
NA,HOEYA SOUND CREEK,2005,12,0.0545732763107929
NA,HYCUND CREEK,2005,12,0.0545732763107929
NA,NOEICK RIVER,2005,8,28.00%
NA,TSULQUATE RIVER,2005,12,0.0545732763107929
NA,SHUSHARTIE RIVER,2005,12,0.0545732763107929
650,BIG BAY CREEK,2005,7,7.00%
400,LARD CREEK,2005,7,7.00%
NA,BEAVER CREEK,2005,9,0.00%
NA,WALKER LAKE CREEK,2005,7,7.00%
NA,CHOKE PASS CREEKS (3),2005,7,7.00%
NA,PERRY CREEK,2005,9,0.00%
NA,CLYAK RIVER,2005,9,0.00%
NA,NIGGER CREEK,2005,12,0.0545732763107929
NA,CREASY BAY RIVER,2005,12,0.0545732763107929
NA,SALLIE CREEK,2005,12,0.0545732763107929
223444,GLENDALE CREEK,2005,12,0.0545732763107929
NA,HAUSKIN CREEK,2005,12,0.0545732763107929
NA,TUNA RIVER,2005,12,0.0545732763107929
NA,FULMORE RIVER,2005,12,0.0545732763107929
1500,KITASU CREEK,2005,7,7.00%
NA,QUATSESE RIVER,2005,12,0.0545732763107929
45969,ADAM RIVER,2005,12,0.0545732763107929
787,NIMPKISH RIVER,2005,12,0.0545732763107929
NA,KIMSQUIT RIVER,2005,8,28.00%
NA,ICY RIVER,2005,12,0.0545732763107929
200,GREEN RIVER,2005,8,28.00%
NA,KAMANO BAY CREEK,2005,12,0.0545732763107929
NA,TANCRED CREEK,2005,12,0.0545732763107929
NA,WALDEN CREEK II,2005,12,0.0545732763107929
0,RAINBOW CREEK,2005,7,7.00%
50000,KOEYE RIVER,2005,8,28.00%
NA,NIEL CREEK,2005,9,0.00%
0,GEISH CREEK,2005,7,7.00%
NA,KILPALA RIVER,2005,12,0.0545732763107929
1250,KADJUSDIS RIVER,2005,7,7.00%
NA,BUGHOUSE CREEK,2005,12,0.0545732763107929
NA,HIRD POINT CREEK,2005,7,7.00%
NA,BOTTLENECK CREEK,2005,7,7.00%
NA,RESCUE BAY CREEKS,2005,7,7.00%
NA,OATSOALIS CREEK,2005,9,0.00%
NA,PINE RIVER,2005,7,7.00%
2300,DALLERY CREEK,2005,9,0.00%
4500,KORICH CREEK,2005,7,7.00%
220,NEKITE SPAWNING CHANNEL,2005,10,0.00%
6000,SNOOTLI CREEK,2005,8,28.00%
5030,NEKITE RIVER,2005,10,0.00%
NA,CARRIDEN CREEK,2005,12,0.0545732763107929
0,LILIAN CREEK,2005,7,7.00%
68,WAKEMAN RIVER,2005,12,0.0545732763107929
22029,QUATSE RIVER,2005,12,0.0545732763107929
0,MILLS CREEK,2005,12,0.0545732763107929
NA,EVE RIVER,2005,12,0.0545732763107929
20,MACKENZIE RIVER,2005,12,0.0545732763107929
350,MCLOUGHLIN CREEK,2005,7,7.00%
NA,CRAB HARBOUR CREEK,2005,8,28.00%
NA,MACHMELL RIVER,2005,9,0.00%
NA,CANOE CREEK,2005,10,0.00%
NA,SOUND POINT LAGOON CREEK,2005,7,7.00%
2700,MACNAIR CREEK,2005,9,0.00%
25000,JAMES BAY CREEK,2005,7,7.00%
70,GARBAGE DUMP CREEK,2005,8,28.00%
NA,"NAHWITTI RIVER",2005,12,0.0545732763107929
NA,"NAYSASH CREEK",2005,10,0.00%
NA,NIEUMIAMUS CREEK,2005,8,28.00%
NA,STRANDBY RIVER,2005,12,0.0545732763107929
NA,ASSEEK RIVER,2005,8,28.00%
20000,ELCHO CREEK,2005,8,28.00%
7914,CLUXEWE RIVER,2005,12,0.0545732763107929
3150,DUTHIE CREEK,2005,7,7.00%
6,SKIMLETS CREEK,2005,8,28.00%
3000,TASTSQUAN CREEK,2005,8,28.00%
NA,HAGENSBORG SLOUGH,2005,8,28.00%
0,TZEO RIVER,2005,9,0.00%
375000,CHUCKWALLA RIVER,2005,9,0.00%
NA,SMOKEHOUSE CREEK,2005,10,0.00%
500,NEECHANZ RIVER,2005,9,0.00%
NA,SIM RIVER,2005,12,0.0545732763107929
NA,BOND RIVER NO. 1,2005,12,0.0545732763107929
700,BULLOCK CHANNEL #2 CREEK,2005,7,7.00%
NA,MAPLE CREEK,2005,12,0.0545732763107929
NA,HYDE CREEK,2005,12,0.0545732763107929
NA,THIRD CREEK,2005,8,28.00%
NA,KWAKIUTL CREEK,2005,7,7.00%
NA,WALKER ISLAND CREEK,2005,8,28.00%
0,WALKUM CREEK,2005,10,0.00%
1200,AIRPORT SIDE CHANNEL,2005,8,28.00%
NA,MARGARET CREEK,2005,10,0.00%
NA,CHIC CHIC CREEK,2005,10,0.00%
2e+05,KILBELLA RIVER,2005,9,0.00%
100,BULLOCK CHANNEL #3 NORTH CREEK,2005,7,7.00%
29389,KAKWEIKEN RIVER,2005,12,0.0545732763107929
2500,FANNIE COVE LEFT HAND CREEK,2005,7,7.00%
NA,SALLY CREEK,2005,7,7.00%
NA,SHOAL HARBOUR CREEK,2005,12,0.0545732763107929
NA,"NAMELESS CREEK",2005,7,7.00%
51000,KAINET CREEK,2005,7,7.00%
6500,JOHNSTON CREEK,2005,9,0.00%
NA,OWIKENO LAKE,2005,9,0.00%
NA,HAGEN CREEK,2005,10,0.00%
NA,LEE CREEK,2005,7,7.00%
7e+05,BELLA COOLA RIVER,2005,8,28.00%
NA,SONGHEES CREEK,2005,12,0.0545732763107929
NA,POTTS LAGOON CREEK,2005,12,0.0545732763107929
2755,LULL CREEK,2005,12,0.0545732763107929
NA,DREW CREEK,2005,7,7.00%
NA,DSULISH CREEK,2005,10,0.00%
NA,KILDIDT LAGOON #2 CREEK,2005,7,7.00%
11000,CLATSE CREEK,2005,7,7.00%
203,CHARLES CREEK,2005,12,0.0545732763107929
350,TANKEEAH RIVER,2005,7,7.00%
NA,BOSS CREEK,2005,10,0.00%
NA,ROBERT ARM CREEK,2005,9,0.00%
NA,SPILLER LAGOON CREEK,2005,7,7.00%
NA,WAHKANA BAY CREEK,2005,12,0.0545732763107929
12000,JENNY BAY CREEKS,2005,8,28.00%
0,DEER PASS LAGOON CREEKS,2005,7,7.00%
NA,CUTTER COVE CREEK,2005,12,0.0545732763107929
NA,WAHGILAH CREEK,2005,7,7.00%
NA,BEALE'S LAGOON CREEK,2005,7,7.00%
NA,KLINAKLINI RIVER,2005,12,0.0545732763107929
NA,KILDIDT CREEK,2005,7,7.00%
0,ALLARD CREEK,2005,9,0.00%
NA,NOOSESECK RIVER,2005,8,28.00%
NA,REAK CREEK,2005,7,7.00%
NA,JENNIS BAY CREEK,2005,12,0.0545732763107929
10000,TALEOMEY RIVER,2005,8,28.00%
NA,PORT HARVEY LAGOON CREEKS,2005,12,0.0545732763107929
1500,KUNSOOT RIVER,2005,7,7.00%
NA,KISAMEET RIVER,2005,8,28.00%
NA,MARTIN RIVER,2005,8,28.00%
6000,SKOWQUILTZ RIVER,2005,8,28.00%
NA,BIG CREEK,2005,7,7.00%
800,MILTON RIVER,2005,9,0.00%
NA,SUTHERLAND RIVER,2005,12,0.0545732763107929
NA,CAMP CREEK,2005,8,28.00%
NA,THORWALD CREEK,2005,8,28.00%
NA,CORTINA CREEK,2005,12,0.0545732763107929
0,TAKUSH RIVER,2005,10,0.00%
NA,KLEMTU CREEK,2005,7,7.00%
70000,MUSSEL RIVER,2005,7,7.00%
NA,STEWART CREEK,2005,7,7.00%
0,INZIANA RIVER,2005,9,0.00%
NA,WANNOCK RIVER,2005,9,0.00%
NA,BOSWELL CREEK,2005,10,0.00%
NA,SPILLER INLET CREEK,2005,7,7.00%
125,BULLOCK CHANNEL #3 SOUTH CREEK,2005,7,7.00%
NA,JENNY BAY WEST CREEK,2005,8,28.00%
70,ADA COVE CREEK,2005,7,7.00%
3200,NICKNAQUEET RIVER,2005,9,0.00%
NA,BOLIN BAY CREEK,2005,7,7.00%
NA,PROTECTION POINT CREEK,2005,12,0.0545732763107929
NA,CORDUROY CREEK,2005,10,0.00%
NA,TUNO CREEK,2005,7,7.00%
NA,BRADLEY CREEK,2005,12,0.0545732763107929
NA,SHIP POINT CREEK,2005,7,7.00%
NA,HOOK NOSE CREEK,2005,8,28.00%
NA,NOOTUM RIVER,2005,8,28.00%
NA,WALDON CREEK,2005,12,0.0545732763107929
3200,ASHLULM CREEK,2005,9,0.00%
NA,SHOAL CREEK,2005,12,0.0545732763107929
NA,EMILY CREEK,2005,7,7.00%
4000,"NASCALL CREEK",2005,8,28.00%
0,GILFORD CREEK,2005,12,0.0545732763107929
NA,"NAKA CREEK",2005,12,0.0545732763107929
3000,WORAN CREEK,2005,8,28.00%
4120,AHNUHATI RIVER,2005,12,0.0545732763107929
54,KINGCOME RIVER,2005,12,0.0545732763107929
NA,SIMOOM SOUND CREEK,2005,12,0.0545732763107929
7000,AMBACK CREEK,2005,9,0.00%
NA,TUNO CREEK WEST,2005,7,7.00%
800,DEEP BAY CREEK,2005,8,28.00%
NA,HEALTH LAGOON CREEK,2005,12,0.0545732763107929
NA,GORILLA CREEK,2005,7,7.00%
0,CALL CREEK,2005,12,0.0545732763107929
NA,TOM BAY CREEK,2005,7,7.00%
0,SHEEMAHANT RIVER,2005,9,0.00%
NA,GRANTHAM CREEK,2005,8,28.00%
0,EMBLEY CREEK,2005,12,0.0545732763107929
NA,DE COSMOS LAGOON CREEK,2005,8,28.00%
900,NOOKLIKONNIK CREEK,2005,8,28.00%
NA,NUSASH CREEK,2005,8,28.00%
NA,FRANKLIN RIVER,2005,12,0.0545732763107929
NA,MARION CREEK,2005,12,0.0545732763107929
NA,CALDER CREEK,2005,7,7.00%
NA,MARY COVE CREEK,2005,7,7.00%
NA,SHELTER BAY CREEK,2005,12,0.0545732763107929
0,SCOTT COVE CREEK,2005,12,0.0545732763107929
4000,CLAYTON FALLS CREEK,2005,8,28.00%
0,WASHWASH RIVER,2005,9,0.00%
0,TSITIKA RIVER,2005,12,0.0545732763107929
NA,ROBBERS KNOB CREEK,2005,12,0.0545732763107929
NA,EVANS INLET #3 CREEK,2005,8,28.00%
NA,CACOOHTIN CREEK,2005,8,28.00%
NA,NEWICHY CREEK,2005,9,0.00%
NA,HAND CREEK,2005,12,0.0545732763107929
NA,BOUGHEY CREEK,2005,12,0.0545732763107929
NA,BULLOCK CHANNEL CREEKS,2005,7,7.00%
5200,KWAKUSDIS RIVER,2005,7,7.00%
NA,THIEMER CREEK,2005,12,0.0545732763107929
NA,NIMMO CREEK,2005,12,0.0545732763107929
150,FISH CREEK,2005,8,28.00%
NA,ALLARDYCE CREEK,2005,12,0.0545732763107929
NA,FANNIE COVE RIGHT HAND CREEK,2005,7,7.00%
NA,BULLEY BAY CREEK,2005,7,7.00%
NA,MCINTOSH CREEK,2005,12,0.0545732763107929
NA,DOCEE RIVER,2005,10,0.00%
0,GEORGE HALL CREEK,2005,8,28.00%
NA,COHOE CREEK,2005,12,0.0545732763107929
10000,FRENCHMAN CREEK,2005,8,28.00%
NA,JENNY BAY SOUTH CREEK,2005,8,28.00%
13000,THORSEN CREEK,2005,8,28.00%
NA,NUSATSUM RIVER,2005,8,28.00%
NA,RICHMOND BAY CREEK,2005,12,0.0545732763107929
NA,ELLEN COVE CREEK,2005,12,0.0545732763107929
20000,SALLOOMT RIVER,2005,8,28.00%
NA,JENNY BAY EAST CREEK,2005,8,28.00%
NA,CRACROFT CREEK,2005,12,0.0545732763107929
NA,SKEENE RIVER,2005,12,0.0545732763107929
NA,SOCKEYE CREEK,2005,7,7.00%
1400,NOOHALK CREEK,2005,8,28.00%
NA,COLLINSON CREEK,2005,12,0.0545732763107929
NA,FANCY COVE HEAD CREEK,2005,7,7.00%
NA,BLIND CREEK,2005,12,0.0545732763107929
NA,NOOSGULCH RIVER,2005,8,28.00%
1000,QUATLENA RIVER,2006,8,12.00%
70,LAGOON CREEK,2006,7,8.00%
NA,PHYLLIS LAKE CREEK,2006,12,0.0817545492518911
NA,WATSON BAY CREEK,2006,7,8.00%
NA,MATSIU CREEK,2006,12,0.0817545492518911
10926,KEOGH RIVER,2006,12,0.0817545492518911
NA,ATNARKO SPAWNING CHANNEL,2006,8,12.00%
0,NECLEETSCONNAY RIVER,2006,8,12.00%
NA,MCALISTER CREEK,2006,12,0.0817545492518911
900,CANYON CREEK,2006,7,8.00%
55,CHAMISS CREEK,2006,7,8.00%
NA,ROBINSON CREEKS,2006,7,8.00%
NA,ELLERSLIE LAGOON CREEK,2006,7,8.00%
35,ROSCOE CREEK,2006,7,8.00%
NA,HAUSER CREEK,2006,7,8.00%
NA,WINDY BAY CREEK,2006,7,8.00%
NA,KENNETH RIVER,2006,12,0.0817545492518911
NA,GRASSY BAY CREEK,2006,8,12.00%
370,CASCADE RIVER,2006,8,12.00%
NA,COLD CREEK,2006,8,12.00%
NA,COOPER INLET CREEKS,2006,7,8.00%
NA,STEELHEAD CREEK,2006,8,12.00%
NA,YOUNG RIVER,2006,9,0.00%
NA,WAHKASH CREEK,2006,12,0.0817545492518911
NA,SANDELL RIVER,2006,9,0.00%
4700,SALMON BAY CREEK,2006,7,8.00%
450,QUARTCHA CREEK,2006,7,8.00%
NA,WATT CREEK,2006,7,8.00%
NA,POISON COVE CREEK,2006,7,8.00%
NA,GOAT BUSHU CREEK,2006,7,8.00%
NA,"NAMU RIVER",2006,8,12.00%
NA,WINDFALL CREEK,2006,7,8.00%
NA,HOCHSTADER BASIN CREEKS (2),2006,7,8.00%
NA,NEW VANCOUVER CREEK,2006,12,0.0817545492518911
NA,FOUR LAKES CREEK,2006,8,12.00%
NA,SAGAR CREEK,2006,8,12.00%
NA,KOKISH RIVER,2006,12,0.0817545492518911
NA,TSULTON RIVER,2006,12,0.0817545492518911
NA,LOCKHART GORDON CREEK,2006,9,0.00%
NA,VINER SOUND CREEK,2006,12,0.0817545492518911
NA,RETURN CHANNEL CREEKS,2006,7,8.00%
NA,WEBSTER LAKE CREEK,2006,7,8.00%
NA,DORIS CREEK,2006,9,0.00%
3650,DEAN RIVER,2006,8,12.00%
NA,PENO CREEK,2006,7,8.00%
0,DRANEY CREEK,2006,9,0.00%
30,GENESEE CREEK,2006,9,0.00%
1218,AHTA RIVER,2006,12,0.0817545492518911
NA,HOGAN CREEK,2006,9,0.00%
NA,ATNARKO RIVER,2006,8,12.00%
3000,KWATNA RIVER,2006,8,12.00%
3600,CARTER RIVER,2006,7,8.00%
NA,AHTA VALLEY CREEK,2006,12,0.0817545492518911
6700,NEEKAS CREEK,2006,7,8.00%
0,KWALATE CREEK,2006,12,0.0817545492518911
NA,HOEYA SOUND CREEK,2006,12,0.0817545492518911
NA,HYCUND CREEK,2006,12,0.0817545492518911
NA,NOEICK RIVER,2006,8,12.00%
NA,TSULQUATE RIVER,2006,12,0.0817545492518911
NA,SHUSHARTIE RIVER,2006,12,0.0817545492518911
235,BIG BAY CREEK,2006,7,8.00%
180,LARD CREEK,2006,7,8.00%
NA,BEAVER CREEK,2006,9,0.00%
NA,WALKER LAKE CREEK,2006,7,8.00%
NA,CHOKE PASS CREEKS (3),2006,7,8.00%
NA,PERRY CREEK,2006,9,0.00%
1400,CLYAK RIVER,2006,9,0.00%
NA,NIGGER CREEK,2006,12,0.0817545492518911
NA,CREASY BAY RIVER,2006,12,0.0817545492518911
NA,SALLIE CREEK,2006,12,0.0817545492518911
181820,GLENDALE CREEK,2006,12,0.0817545492518911
NA,HAUSKIN CREEK,2006,12,0.0817545492518911
NA,TUNA RIVER,2006,12,0.0817545492518911
0,FULMORE RIVER,2006,12,0.0817545492518911
NA,KITASU CREEK,2006,7,8.00%
NA,QUATSESE RIVER,2006,12,0.0817545492518911
61525,ADAM RIVER,2006,12,0.0817545492518911
NA,NIMPKISH RIVER,2006,12,0.0817545492518911
NA,KIMSQUIT RIVER,2006,8,12.00%
NA,ICY RIVER,2006,12,0.0817545492518911
NA,GREEN RIVER,2006,8,12.00%
NA,KAMANO BAY CREEK,2006,12,0.0817545492518911
NA,TANCRED CREEK,2006,12,0.0817545492518911
NA,WALDEN CREEK II,2006,12,0.0817545492518911
0,RAINBOW CREEK,2006,7,8.00%
NA,KOEYE RIVER,2006,8,12.00%
NA,NIEL CREEK,2006,9,0.00%
NA,GEISH CREEK,2006,7,8.00%
NA,KILPALA RIVER,2006,12,0.0817545492518911
NA,KADJUSDIS RIVER,2006,7,8.00%
NA,BUGHOUSE CREEK,2006,12,0.0817545492518911
950,HIRD POINT CREEK,2006,7,8.00%
120,BOTTLENECK CREEK,2006,7,8.00%
NA,RESCUE BAY CREEKS,2006,7,8.00%
NA,OATSOALIS CREEK,2006,9,0.00%
NA,PINE RIVER,2006,7,8.00%
180,DALLERY CREEK,2006,9,0.00%
1650,KORICH CREEK,2006,7,8.00%
NA,NEKITE SPAWNING CHANNEL,2006,10,0.00%
0,SNOOTLI CREEK,2006,8,12.00%
350,NEKITE RIVER,2006,10,0.00%
NA,CARRIDEN CREEK,2006,12,0.0817545492518911
NA,LILIAN CREEK,2006,7,8.00%
14661,WAKEMAN RIVER,2006,12,0.0817545492518911
11913,QUATSE RIVER,2006,12,0.0817545492518911
NA,MILLS CREEK,2006,12,0.0817545492518911
NA,EVE RIVER,2006,12,0.0817545492518911
100,MACKENZIE RIVER,2006,12,0.0817545492518911
NA,MCLOUGHLIN CREEK,2006,7,8.00%
NA,CRAB HARBOUR CREEK,2006,8,12.00%
NA,MACHMELL RIVER,2006,9,0.00%
NA,CANOE CREEK,2006,10,0.00%
0,SOUND POINT LAGOON CREEK,2006,7,8.00%
NA,MACNAIR CREEK,2006,9,0.00%
1900,JAMES BAY CREEK,2006,7,8.00%
0,GARBAGE DUMP CREEK,2006,8,12.00%
0,"NAHWITTI RIVER",2006,12,0.0817545492518911
NA,"NAYSASH CREEK",2006,10,0.00%
800,NIEUMIAMUS CREEK,2006,8,12.00%
0,STRANDBY RIVER,2006,12,0.0817545492518911
90,ASSEEK RIVER,2006,8,12.00%
400,ELCHO CREEK,2006,8,12.00%
3166,CLUXEWE RIVER,2006,12,0.0817545492518911
1100,DUTHIE CREEK,2006,7,8.00%
NA,SKIMLETS CREEK,2006,8,12.00%
0,TASTSQUAN CREEK,2006,8,12.00%
NA,HAGENSBORG SLOUGH,2006,8,12.00%
NA,TZEO RIVER,2006,9,0.00%
31000,CHUCKWALLA RIVER,2006,9,0.00%
NA,SMOKEHOUSE CREEK,2006,10,0.00%
NA,NEECHANZ RIVER,2006,9,0.00%
NA,SIM RIVER,2006,12,0.0817545492518911
NA,BOND RIVER NO. 1,2006,12,0.0817545492518911
80,BULLOCK CHANNEL #2 CREEK,2006,7,8.00%
NA,MAPLE CREEK,2006,12,0.0817545492518911
NA,HYDE CREEK,2006,12,0.0817545492518911
NA,THIRD CREEK,2006,8,12.00%
NA,KWAKIUTL CREEK,2006,7,8.00%
NA,WALKER ISLAND CREEK,2006,8,12.00%
0,WALKUM CREEK,2006,10,0.00%
